enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate,q_size
1.0,1243.0,4.0,0.0,100.0,0.0,0.0,37.0,0.0,12.622,639.0,18.0,116127.0,0.0
2.0,3888.0,0.0,0.0,59.0,0.0,0.0,27.0,0.0,11.562,639.0,18.0,116282.0,0.0
10.0,5554.0,18.0,0.0,68.0,0.0,0.0,36.0,0.0,14.457,639.0,18.0,116417.0,0.0
0.0,4524.0,12.0,0.0,47.0,0.0,0.0,71.0,0.0,13.429,639.0,18.0,116552.0,0.0
0.0,3121.0,15.0,0.0,98.0,0.0,0.0,24.0,0.0,12.645,639.0,18.0,116673.0,0.0
6.0,582.0,0.0,0.0,50.0,0.0,0.0,29.0,0.0,11.589,639.0,18.0,116759.0,0.0
12.0,2516.0,0.0,0.0,20.0,0.0,0.0,58.0,0.0,13.458,639.0,18.0,117047.0,0.0
0.0,3361.0,11.0,0.0,57.0,0.0,0.0,42.0,0.0,11.601,639.0,18.0,117240.0,0.0
5.0,2135.0,7.0,0.0,36.0,0.0,0.0,34.0,0.0,9.479,639.0,18.0,117516.0,0.0
4.0,2412.0,12.0,0.0,85.0,0.0,0.0,37.0,0.0,12.432,639.0,18.0,117592.0,0.0
11.0,1225.0,7.0,0.0,65.0,0.0,0.0,29.0,0.0,11.62,639.0,18.0,117759.0,0.0
0.0,522.0,1.0,0.0,94.0,0.0,0.0,38.0,0.0,10.557,639.0,18.0,117835.0,0.0
0.0,287.0,1.0,0.0,42.0,0.0,0.0,31.0,0.0,9.498,639.0,18.0,117956.0,0.0
0.0,510.0,0.0,0.0,94.0,0.0,0.0,25.0,0.0,11.644,639.0,18.0,118218.0,0.0
0.0,1423.0,2.0,0.0,63.0,0.0,0.0,28.0,0.0,10.579,639.0,18.0,118344.0,0.0
10.0,6316.0,3.0,0.0,20.0,0.0,0.0,25.0,0.0,9.52,639.0,18.0,118479.0,0.0
0.0,2959.0,3.0,0.0,64.0,0.0,0.0,32.0,0.0,12.451,639.0,18.0,118620.0,0.0
5.0,2310.0,5.0,0.0,49.0,0.0,0.0,31.0,0.0,11.438,639.0,18.0,118771.0,0.0
12.0,4223.0,14.0,0.0,39.0,0.0,0.0,38.0,0.0,10.595,639.0,18.0,118906.0,0.0
1.0,3687.0,9.0,0.0,55.0,0.0,0.0,60.0,0.0,9.53,639.0,18.0,119039.0,0.0
5.0,4252.0,5.0,0.0,45.0,0.0,0.0,49.0,0.0,11.679,639.0,18.0,119299.0,0.0
3.0,3323.0,14.0,0.0,45.0,0.0,0.0,45.0,0.0,10.615,639.0,18.0,119440.0,0.0
0.0,162.0,0.0,0.0,45.0,0.0,0.0,59.0,0.0,12.486,639.0,18.0,119676.0,0.0
4.0,2918.0,2.0,0.0,40.0,0.0,0.0,55.0,0.0,11.536,639.0,18.0,119787.0,0.0
2.0,3510.0,11.0,0.0,38.0,0.0,0.0,55.0,0.0,13.566,639.0,18.0,120013.0,0.0
7.0,1864.0,6.0,0.0,48.0,0.0,0.0,69.0,0.0,12.502,639.0,18.0,120133.0,0.0
0.0,3051.0,14.0,0.0,54.0,0.0,0.0,54.0,0.0,11.437,639.0,18.0,120259.0,0.0
0.0,1213.0,0.0,0.0,39.0,0.0,0.0,78.0,0.0,10.646,639.0,18.0,120382.0,0.0
1.0,766.0,0.0,0.0,49.0,0.0,0.0,46.0,0.0,9.584,639.0,18.0,120497.0,0.0
6.0,1688.0,0.0,0.0,51.0,0.0,0.0,85.0,0.0,10.677,639.0,18.0,120840.0,0.0
0.0,1903.0,0.0,0.0,98.0,0.0,0.0,51.0,0.0,12.544,639.0,18.0,121076.0,0.0
1.0,265.0,0.0,0.0,54.0,0.0,0.0,59.0,0.0,11.481,639.0,18.0,121198.0,0.0
0.0,264.0,0.0,0.0,59.0,0.0,0.0,70.0,0.0,10.689,639.0,18.0,121322.0,0.0
0.0,296.0,0.0,0.0,59.0,0.0,0.0,61.0,0.0,9.624,639.0,18.0,121450.0,0.0
1.0,1159.0,5.0,0.0,46.0,0.0,0.0,50.0,0.0,12.558,639.0,18.0,121560.0,0.0
0.0,1687.0,0.0,0.0,77.0,0.0,0.0,69.0,0.0,11.494,639.0,18.0,121680.0,0.0
14.0,2610.0,3.0,0.0,45.0,0.0,0.0,64.0,0.0,10.439,639.0,18.0,121797.0,0.0
0.0,3618.0,12.0,0.0,33.0,0.0,0.0,65.0,0.0,13.543,639.0,18.0,121924.0,0.0
6.0,963.0,0.0,0.0,42.0,0.0,0.0,59.0,0.0,12.574,639.0,18.0,122058.0,0.0
0.0,491.0,1.0,0.0,46.0,0.0,0.0,25.0,0.0,11.51,639.0,18.0,122168.0,0.0
0.0,131.0,0.0,0.0,70.0,0.0,0.0,54.0,0.0,13.487,639.0,18.0,122419.0,0.0
0.0,5809.0,9.0,0.0,58.0,0.0,0.0,43.0,0.0,11.534,639.0,18.0,122659.0,0.0
1.0,182.0,0.0,0.0,44.0,0.0,0.0,61.0,0.0,12.567,639.0,18.0,123034.0,0.0
0.0,138.0,0.0,0.0,75.0,0.0,0.0,57.0,0.0,11.465,639.0,18.0,123173.0,0.0
0.0,93.0,0.0,0.0,47.0,0.0,0.0,59.0,0.0,10.488,639.0,18.0,123318.0,0.0
9.0,1113.0,2.0,0.0,53.0,0.0,0.0,60.0,0.0,13.648,639.0,18.0,123460.0,0.0
2.0,4283.0,10.0,0.0,63.0,0.0,0.0,57.0,0.0,12.642,639.0,18.0,123573.0,0.0
10.0,3118.0,3.0,0.0,55.0,0.0,0.0,63.0,0.0,10.517,639.0,18.0,123802.0,0.0
15.0,2543.0,0.0,0.0,45.0,0.0,0.0,59.0,0.0,13.521,639.0,18.0,123915.0,0.0
0.0,211.0,0.0,0.0,56.0,0.0,0.0,63.0,0.0,12.658,639.0,18.0,124037.0,0.0
6.0,3026.0,8.0,0.0,61.0,0.0,0.0,45.0,0.0,10.528,639.0,18.0,124276.0,0.0
7.0,1087.0,1.0,0.0,52.0,0.0,0.0,78.0,0.0,9.464,639.0,18.0,124394.0,0.0
0.0,3311.0,10.0,0.0,47.0,0.0,0.0,77.0,0.0,12.672,639.0,18.0,124518.0,0.0
7.0,1467.0,0.0,0.0,44.0,0.0,0.0,70.0,0.0,10.541,639.0,18.0,124756.0,0.0
8.0,2844.0,7.0,0.0,61.0,0.0,0.0,62.0,0.0,8.687,639.0,18.0,124991.0,0.0
0.0,4880.0,1.0,0.0,54.0,0.0,0.0,77.0,0.0,11.606,639.0,18.0,125116.0,0.0
1.0,5886.0,2.0,0.0,55.0,0.0,0.0,102.0,0.0,10.558,639.0,18.0,125247.0,0.0
0.0,170.0,0.0,0.0,52.0,0.0,0.0,86.0,0.0,12.703,639.0,18.0,125486.0,0.0
6.0,3618.0,7.0,0.0,43.0,0.0,0.0,39.0,0.0,12.718,639.0,18.0,126040.0,0.0
1.0,575.0,0.0,0.0,90.0,0.0,0.0,72.0,0.0,11.655,639.0,18.0,126188.0,0.0
2.0,1055.0,2.0,0.0,86.0,0.0,0.0,32.0,0.0,11.688,639.0,18.0,126737.0,0.0
0.0,631.0,0.0,0.0,35.0,0.0,0.0,37.0,0.0,12.504,639.0,18.0,127147.0,0.0
7.0,3862.0,17.0,0.0,96.0,0.0,0.0,37.0,0.0,11.714,639.0,18.0,127279.0,0.0
0.0,203.0,1.0,0.0,82.0,0.0,0.0,27.0,0.0,13.536,639.0,18.0,127544.0,0.0
3.0,2448.0,13.0,0.0,46.0,0.0,0.0,26.0,0.0,10.667,639.0,18.0,127934.0,0.0
8.0,3278.0,18.0,0.0,40.0,0.0,0.0,86.0,0.0,12.537,639.0,18.0,128189.0,0.0
12.0,5433.0,4.0,0.0,40.0,0.0,0.0,111.0,0.0,10.681,639.0,18.0,128442.0,0.0
5.0,1606.0,4.0,0.0,42.0,0.0,0.0,98.0,0.0,9.616,639.0,18.0,128570.0,0.0
0.0,4857.0,4.0,0.0,107.0,0.0,0.0,90.0,0.0,12.552,639.0,18.0,128685.0,0.0
1.0,4426.0,4.0,0.0,49.0,0.0,0.0,41.0,0.0,10.696,639.0,18.0,128961.0,0.0
0.0,2373.0,7.0,0.0,65.0,0.0,0.0,64.0,0.0,11.51,639.0,18.0,129308.0,0.0
7.0,5587.0,17.0,0.0,115.0,0.0,0.0,76.0,0.0,10.573,639.0,18.0,129426.0,0.0
3.0,2433.0,5.0,0.0,86.0,0.0,0.0,63.0,0.0,9.653,639.0,18.0,129547.0,0.0
16.0,3383.0,10.0,0.0,37.0,0.0,0.0,57.0,0.0,9.67,639.0,18.0,130020.0,0.0
0.0,804.0,0.0,0.0,52.0,0.0,0.0,49.0,0.0,9.697,639.0,18.0,130491.0,0.0
4.0,6259.0,3.0,0.0,63.0,0.0,0.0,52.0,0.0,8.523,639.0,18.0,130609.0,0.0
0.0,3277.0,6.0,0.0,67.0,0.0,0.0,53.0,0.0,10.505,639.0,18.0,130850.0,0.0
15.0,1477.0,0.0,0.0,59.0,0.0,0.0,55.0,0.0,9.715,639.0,18.0,130965.0,0.0
4.0,3194.0,8.0,0.0,68.0,0.0,0.0,37.0,0.0,11.584,639.0,18.0,131192.0,0.0
0.0,722.0,1.0,0.0,51.0,0.0,0.0,35.0,0.0,10.519,639.0,18.0,131310.0,0.0
16.0,2957.0,7.0,0.0,49.0,0.0,0.0,49.0,0.0,9.727,639.0,18.0,131432.0,0.0
2.0,1245.0,0.0,0.0,101.0,0.0,0.0,55.0,0.0,12.615,639.0,18.0,131549.0,0.0
0.0,210.0,0.0,0.0,61.0,0.0,0.0,69.0,0.0,11.599,639.0,18.0,131664.0,0.0
0.0,1704.0,5.0,0.0,53.0,0.0,0.0,80.0,0.0,10.541,639.0,18.0,131787.0,0.0
0.0,443.0,1.0,0.0,83.0,0.0,0.0,109.0,0.0,9.744,639.0,18.0,131909.0,0.0
2.0,2720.0,12.0,0.0,54.0,0.0,0.0,67.0,0.0,12.684,639.0,18.0,132033.0,0.0
1.0,2110.0,6.0,0.0,71.0,0.0,0.0,45.0,0.0,10.559,639.0,18.0,132266.0,0.0
1.0,2065.0,4.0,0.0,56.0,0.0,0.0,49.0,0.0,9.767,639.0,18.0,132385.0,0.0
14.0,1943.0,6.0,0.0,51.0,0.0,0.0,72.0,0.0,8.701,639.0,18.0,132497.0,0.0
0.0,1059.0,2.0,0.0,49.0,0.0,0.0,72.0,0.0,11.639,639.0,18.0,132620.0,0.0
2.0,2000.0,6.0,0.0,63.0,0.0,0.0,64.0,0.0,10.573,639.0,18.0,132736.0,0.0
0.0,3033.0,5.0,0.0,56.0,0.0,0.0,57.0,0.0,8.717,639.0,18.0,133000.0,0.0
0.0,395.0,0.0,0.0,44.0,0.0,0.0,35.0,0.0,11.652,639.0,18.0,133130.0,0.0
9.0,2102.0,2.0,0.0,50.0,0.0,0.0,54.0,0.0,10.588,639.0,18.0,133256.0,0.0
6.0,4840.0,13.0,0.0,52.0,0.0,0.0,65.0,0.0,9.524,639.0,18.0,133368.0,0.0
1.0,3248.0,7.0,0.0,51.0,0.0,0.0,68.0,0.0,11.667,639.0,18.0,133599.0,0.0
0.0,3627.0,6.0,0.0,64.0,0.0,0.0,48.0,0.0,10.603,639.0,18.0,133718.0,0.0
2.0,1798.0,1.0,0.0,64.0,0.0,0.0,60.0,0.0,9.541,639.0,18.0,133834.0,0.0
5.0,3139.0,8.0,0.0,47.0,0.0,0.0,52.0,0.0,12.548,639.0,18.0,133952.0,0.0
0.0,1032.0,2.0,0.0,49.0,0.0,0.0,40.0,0.0,11.683,639.0,18.0,134072.0,0.0
7.0,1634.0,2.0,0.0,48.0,0.0,0.0,27.0,0.0,12.765,639.0,18.0,134399.0,0.0
0.0,157.0,0.0,0.0,88.0,0.0,0.0,26.0,0.0,11.703,639.0,18.0,134515.0,0.0
3.0,1700.0,0.0,0.0,46.0,0.0,0.0,29.0,0.0,9.578,639.0,18.0,134747.0,0.0
1.0,1811.0,2.0,0.0,82.0,0.0,0.0,21.0,0.0,8.515,639.0,18.0,134870.0,0.0
1.0,296.0,0.0,0.0,105.0,0.0,0.0,44.0,0.0,11.727,639.0,18.0,134986.0,0.0
0.0,2278.0,0.0,0.0,63.0,0.0,0.0,90.0,0.0,10.665,639.0,18.0,135116.0,0.0
0.0,144.0,0.0,0.0,57.0,0.0,0.0,82.0,0.0,8.54,639.0,18.0,135363.0,0.0
0.0,152.0,1.0,0.0,54.0,0.0,0.0,74.0,0.0,11.745,639.0,18.0,135490.0,0.0
5.0,832.0,2.0,0.0,59.0,0.0,0.0,28.0,0.0,10.685,639.0,18.0,135619.0,0.0
1.0,2412.0,0.0,0.0,101.0,0.0,0.0,35.0,0.0,10.695,639.0,18.0,136136.0,0.0
8.0,1651.0,6.0,0.0,52.0,0.0,0.0,35.0,0.0,9.631,639.0,18.0,136271.0,0.0
7.0,2499.0,10.0,0.0,52.0,0.0,0.0,68.0,0.0,11.774,639.0,18.0,136548.0,0.0
0.0,556.0,0.0,0.0,40.0,0.0,0.0,49.0,0.0,13.645,639.0,18.0,136808.0,0.0
2.0,1712.0,11.0,0.0,47.0,0.0,0.0,52.0,0.0,11.517,639.0,18.0,137093.0,0.0
4.0,3351.0,10.0,0.0,94.0,0.0,0.0,87.0,0.0,10.726,639.0,18.0,137228.0,0.0
1.0,159.0,0.0,0.0,62.0,0.0,0.0,58.0,0.0,13.662,639.0,18.0,137365.0,0.0
2.0,907.0,1.0,0.0,50.0,0.0,0.0,33.0,0.0,12.598,639.0,18.0,137495.0,0.0
3.0,4414.0,16.0,0.0,21.0,0.0,0.0,26.0,0.0,11.534,639.0,18.0,137625.0,0.0
0.0,1785.0,4.0,0.0,55.0,0.0,0.0,47.0,0.0,10.742,639.0,18.0,137752.0,0.0
2.0,4082.0,12.0,0.0,45.0,0.0,0.0,69.0,0.0,11.55,639.0,18.0,138193.0,0.0
10.0,4571.0,2.0,0.0,60.0,0.0,0.0,53.0,0.0,10.758,639.0,18.0,138267.0,0.0
6.0,4284.0,10.0,0.0,62.0,0.0,0.0,59.0,0.0,12.631,639.0,18.0,138461.0,0.0
11.0,1508.0,2.0,0.0,73.0,0.0,0.0,64.0,0.0,11.565,639.0,18.0,138565.0,0.0
1.0,764.0,2.0,0.0,62.0,0.0,0.0,55.0,0.0,10.712,639.0,18.0,138676.0,0.0
0.0,2728.0,9.0,0.0,56.0,0.0,0.0,54.0,0.0,12.647,639.0,18.0,138907.0,0.0
4.0,5482.0,8.0,0.0,101.0,0.0,0.0,48.0,0.0,11.584,639.0,18.0,139024.0,0.0
5.0,1431.0,0.0,0.0,46.0,0.0,0.0,42.0,0.0,10.52,639.0,18.0,139146.0,0.0
5.0,770.0,0.0,0.0,40.0,0.0,0.0,82.0,0.0,11.597,639.0,18.0,139509.0,0.0
0.0,368.0,2.0,0.0,67.0,0.0,0.0,58.0,0.0,10.535,639.0,18.0,139617.0,0.0
0.0,164.0,0.0,0.0,60.0,0.0,0.0,47.0,0.0,9.743,639.0,18.0,139738.0,0.0
7.0,335.0,0.0,0.0,110.0,0.0,0.0,74.0,0.0,7.615,639.0,18.0,139964.0,0.0
7.0,3615.0,5.0,0.0,79.0,0.0,0.0,44.0,0.0,10.551,639.0,18.0,140093.0,0.0
0.0,2028.0,1.0,0.0,45.0,0.0,0.0,66.0,0.0,9.759,639.0,18.0,140206.0,0.0
0.0,6200.0,20.0,0.0,92.0,0.0,0.0,74.0,0.0,12.679,639.0,18.0,140328.0,0.0
13.0,2753.0,11.0,0.0,35.0,0.0,0.0,58.0,0.0,10.557,639.0,18.0,140570.0,0.0
5.0,1862.0,6.0,0.0,65.0,0.0,0.0,44.0,0.0,9.766,639.0,18.0,140684.0,0.0
4.0,2681.0,4.0,0.0,48.0,0.0,0.0,62.0,0.0,8.702,639.0,18.0,140833.0,0.0
17.0,2432.0,0.0,0.0,65.0,0.0,0.0,21.0,0.0,10.574,639.0,18.0,141117.0,0.0
3.0,3685.0,3.0,0.0,36.0,0.0,0.0,47.0,0.0,12.716,639.0,18.0,141385.0,0.0
15.0,4021.0,7.0,0.0,69.0,0.0,0.0,60.0,0.0,11.652,639.0,18.0,141479.0,0.0
0.0,477.0,1.0,0.0,44.0,0.0,0.0,88.0,0.0,9.524,639.0,18.0,141766.0,0.0
0.0,714.0,3.0,0.0,72.0,0.0,0.0,60.0,0.0,12.734,639.0,18.0,141904.0,0.0
2.0,3342.0,12.0,0.0,44.0,0.0,0.0,34.0,0.0,11.669,639.0,18.0,142043.0,0.0
1.0,5836.0,10.0,0.0,65.0,0.0,0.0,36.0,0.0,10.605,639.0,18.0,142172.0,0.0
0.0,1354.0,0.0,0.0,57.0,0.0,0.0,37.0,0.0,10.618,639.0,18.0,142658.0,0.0
0.0,2690.0,5.0,0.0,59.0,0.0,0.0,78.0,0.0,9.555,639.0,18.0,142755.0,0.0
0.0,422.0,0.0,0.0,59.0,0.0,0.0,58.0,0.0,9.572,639.0,18.0,143248.0,0.0
3.0,3293.0,3.0,0.0,73.0,0.0,0.0,65.0,0.0,8.781,639.0,18.0,143372.0,0.0
1.0,1346.0,4.0,0.0,77.0,0.0,0.0,59.0,0.0,11.717,639.0,18.0,143490.0,0.0
3.0,968.0,2.0,0.0,64.0,0.0,0.0,84.0,0.0,9.589,639.0,18.0,143736.0,0.0
8.0,1436.0,8.0,0.0,62.0,0.0,0.0,26.0,0.0,12.525,639.0,18.0,143883.0,0.0
13.0,4161.0,6.0,0.0,53.0,0.0,0.0,36.0,0.0,11.586,639.0,18.0,144041.0,0.0
4.0,298.0,1.0,0.0,56.0,0.0,0.0,37.0,0.0,10.515,639.0,18.0,144180.0,0.0
5.0,956.0,3.0,0.0,50.0,0.0,0.0,51.0,0.0,13.605,639.0,18.0,144305.0,0.0
0.0,178.0,0.0,0.0,94.0,0.0,0.0,53.0,0.0,12.541,639.0,18.0,144456.0,0.0
2.0,1790.0,4.0,0.0,44.0,0.0,0.0,46.0,0.0,12.556,639.0,18.0,144982.0,0.0
3.0,1262.0,1.0,0.0,57.0,0.0,0.0,40.0,0.0,11.763,639.0,18.0,145109.0,0.0
5.0,5262.0,10.0,0.0,48.0,0.0,0.0,59.0,0.0,10.701,639.0,18.0,145243.0,0.0
5.0,1736.0,4.0,0.0,48.0,0.0,0.0,79.0,0.0,9.637,639.0,18.0,145397.0,0.0
0.0,218.0,0.0,0.0,43.0,0.0,0.0,54.0,0.0,12.539,639.0,18.0,145529.0,0.0
0.0,162.0,0.0,0.0,68.0,0.0,0.0,34.0,0.0,11.733,639.0,18.0,145642.0,0.0
0.0,661.0,1.0,0.0,106.0,0.0,0.0,111.0,0.0,10.718,639.0,18.0,145764.0,0.0
3.0,2948.0,14.0,0.0,60.0,0.0,0.0,62.0,0.0,10.732,639.0,18.0,146248.0,0.0
5.0,2583.0,9.0,0.0,60.0,0.0,0.0,47.0,0.0,13.617,639.0,18.0,146364.0,0.0
10.0,1993.0,0.0,0.0,78.0,0.0,0.0,54.0,0.0,11.542,639.0,18.0,146623.0,0.0
6.0,3572.0,4.0,0.0,55.0,0.0,0.0,73.0,0.0,9.685,639.0,18.0,146892.0,0.0
0.0,3290.0,0.0,0.0,50.0,0.0,0.0,73.0,0.0,12.588,639.0,18.0,147007.0,0.0
0.0,152.0,0.0,0.0,46.0,0.0,0.0,79.0,0.0,11.557,639.0,18.0,147144.0,0.0
8.0,3562.0,6.0,0.0,50.0,0.0,0.0,56.0,0.0,10.766,639.0,18.0,147278.0,0.0
4.0,1709.0,0.0,0.0,82.0,0.0,0.0,27.0,0.0,14.549,639.0,18.0,147775.0,0.0
13.0,2585.0,8.0,0.0,50.0,0.0,0.0,52.0,0.0,12.654,639.0,18.0,148019.0,0.0
0.0,881.0,0.0,0.0,41.0,0.0,0.0,87.0,0.0,10.538,639.0,18.0,148282.0,0.0
5.0,877.0,0.0,0.0,38.0,0.0,0.0,97.0,0.0,9.741,639.0,18.0,148411.0,0.0
0.0,240.0,0.0,0.0,30.0,0.0,0.0,26.0,0.0,12.664,639.0,18.0,148518.0,0.0
16.0,3112.0,6.0,0.0,70.0,0.0,0.0,101.0,0.0,12.681,639.0,18.0,149036.0,0.0
9.0,3378.0,0.0,0.0,66.0,0.0,0.0,37.0,0.0,8.701,639.0,18.0,149582.0,0.0
4.0,1518.0,5.0,0.0,59.0,0.0,0.0,44.0,0.0,10.574,639.0,18.0,149836.0,0.0
7.0,4517.0,6.0,0.0,53.0,0.0,0.0,65.0,0.0,9.782,639.0,18.0,149965.0,0.0
0.0,468.0,0.0,0.0,64.0,0.0,0.0,42.0,0.0,9.796,639.0,18.0,150488.0,0.0
0.0,4056.0,15.0,0.0,54.0,0.0,0.0,45.0,0.0,7.669,639.0,18.0,150775.0,0.0
9.0,1977.0,8.0,0.0,37.0,0.0,0.0,46.0,0.0,6.605,639.0,18.0,150928.0,0.0
2.0,1660.0,3.0,0.0,54.0,0.0,0.0,43.0,0.0,8.597,639.0,18.0,151148.0,0.0
2.0,538.0,3.0,0.0,110.0,0.0,0.0,26.0,0.0,6.621,639.0,18.0,151394.0,0.0
0.0,3564.0,9.0,0.0,95.0,0.0,0.0,58.0,0.0,12.765,639.0,18.0,151687.0,0.0
0.0,104.0,0.0,0.0,51.0,0.0,0.0,28.0,0.0,11.557,1867.0,24.0,151803.0,0.0
3.0,1663.0,3.0,0.0,47.0,0.0,0.0,61.0,0.0,10.637,1867.0,24.0,151935.0,0.0
0.0,406.0,0.0,0.0,46.0,0.0,0.0,29.0,0.0,9.573,1867.0,24.0,152058.0,0.0
4.0,2543.0,3.0,0.0,53.0,0.0,0.0,78.0,0.0,8.781,1867.0,24.0,152189.0,0.0
15.0,3121.0,8.0,0.0,66.0,0.0,0.0,58.0,0.0,6.653,1867.0,24.0,152447.0,0.0
14.0,1060.0,4.0,0.0,94.0,0.0,0.0,47.0,0.0,4.533,1867.0,24.0,152685.0,0.0
0.0,671.0,0.0,0.0,66.0,0.0,0.0,26.0,0.0,11.719,639.0,18.0,153262.0,0.0
0.0,168.0,0.0,0.0,93.0,0.0,0.0,55.0,0.0,14.707,639.0,18.0,153380.0,0.0
3.0,495.0,2.0,0.0,50.0,0.0,0.0,46.0,0.0,13.642,639.0,18.0,153504.0,0.0
0.0,92.0,0.0,0.0,48.0,0.0,0.0,71.0,0.0,12.576,639.0,18.0,153610.0,0.0
0.0,2706.0,12.0,0.0,78.0,0.0,0.0,32.0,0.0,10.718,639.0,18.0,153857.0,0.0
10.0,1731.0,8.0,0.0,33.0,0.0,0.0,37.0,0.0,12.587,639.0,18.0,154156.0,0.0
3.0,711.0,3.0,0.0,86.0,0.0,0.0,32.0,0.0,11.796,639.0,18.0,154299.0,0.0
0.0,135.0,0.0,0.0,64.0,0.0,0.0,37.0,0.0,13.609,639.0,18.0,154569.0,0.0
0.0,136.0,0.0,0.0,78.0,0.0,0.0,74.0,0.0,11.811,639.0,18.0,154837.0,0.0
0.0,145.0,0.0,0.0,41.0,0.0,0.0,49.0,0.0,10.748,639.0,18.0,154986.0,0.0
5.0,328.0,1.0,0.0,70.0,0.0,0.0,42.0,0.0,9.683,639.0,18.0,155097.0,0.0
5.0,3058.0,12.0,0.0,36.0,0.0,0.0,58.0,0.0,12.62,639.0,18.0,155235.0,0.0
6.0,1596.0,8.0,0.0,39.0,0.0,0.0,61.0,0.0,11.556,639.0,18.0,155387.0,0.0
0.0,136.0,0.0,0.0,52.0,0.0,0.0,41.0,0.0,10.764,1867.0,24.0,155530.0,0.0
6.0,5335.0,3.0,0.0,58.0,0.0,0.0,27.0,0.0,9.7,1867.0,24.0,155649.0,0.0
11.0,3236.0,0.0,0.0,61.0,0.0,0.0,77.0,0.0,8.642,1867.0,24.0,155773.0,0.0
10.0,4014.0,0.0,0.0,60.0,0.0,0.0,66.0,0.0,6.783,1867.0,24.0,156060.0,0.0
1.0,4214.0,6.0,0.0,32.0,0.0,0.0,55.0,0.0,5.716,1867.0,24.0,156190.0,0.0
0.0,2541.0,4.0,0.0,70.0,0.0,0.0,95.0,0.0,7.589,639.0,18.0,156451.0,0.0
0.0,128.0,0.0,0.0,59.0,0.0,0.0,79.0,0.0,6.798,639.0,18.0,156581.0,0.0
8.0,1490.0,4.0,0.0,72.0,0.0,0.0,86.0,0.0,8.668,639.0,18.0,156833.0,0.0
4.0,610.0,1.0,0.0,58.0,0.0,0.0,60.0,0.0,7.603,639.0,18.0,156961.0,0.0
0.0,572.0,0.0,0.0,62.0,0.0,0.0,82.0,0.0,10.589,639.0,18.0,157086.0,0.0
0.0,235.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,9.749,639.0,18.0,157213.0,0.0
3.0,1039.0,1.0,0.0,83.0,0.0,0.0,61.0,0.0,12.684,639.0,18.0,157340.0,0.0
0.0,3051.0,8.0,0.0,50.0,0.0,0.0,55.0,0.0,11.62,639.0,18.0,157467.0,0.0
2.0,3014.0,12.0,0.0,43.0,0.0,0.0,52.0,0.0,10.555,639.0,18.0,157587.0,0.0
0.0,285.0,0.0,0.0,59.0,0.0,0.0,62.0,0.0,12.699,639.0,18.0,157846.0,0.0
0.0,167.0,0.0,0.0,84.0,0.0,0.0,79.0,0.0,11.635,639.0,18.0,157975.0,0.0
1.0,4877.0,13.0,0.0,78.0,0.0,0.0,57.0,0.0,10.572,639.0,18.0,158107.0,0.0
0.0,2063.0,0.0,0.0,47.0,0.0,0.0,57.0,0.0,9.779,639.0,18.0,158233.0,0.0
0.0,380.0,0.0,0.0,67.0,0.0,0.0,60.0,0.0,12.717,639.0,18.0,158381.0,0.0
0.0,257.0,0.0,0.0,54.0,0.0,0.0,55.0,0.0,11.653,639.0,18.0,158503.0,0.0
2.0,1296.0,5.0,0.0,69.0,0.0,0.0,99.0,0.0,10.589,639.0,18.0,158629.0,0.0
1.0,753.0,0.0,0.0,60.0,0.0,0.0,54.0,0.0,12.732,639.0,18.0,158910.0,0.0
0.0,431.0,0.0,0.0,61.0,0.0,0.0,54.0,0.0,10.609,639.0,18.0,159200.0,0.0
15.0,2419.0,12.0,0.0,46.0,0.0,0.0,60.0,0.0,9.819,639.0,18.0,159340.0,0.0
0.0,379.0,0.0,0.0,49.0,0.0,0.0,57.0,0.0,12.756,639.0,18.0,159488.0,0.0
1.0,497.0,2.0,0.0,50.0,0.0,0.0,54.0,0.0,11.689,639.0,18.0,159617.0,0.0
1.0,574.0,2.0,0.0,58.0,0.0,0.0,83.0,0.0,13.563,639.0,18.0,159902.0,0.0
1.0,561.0,1.0,0.0,69.0,0.0,0.0,61.0,0.0,12.77,639.0,18.0,160037.0,0.0
0.0,146.0,0.0,0.0,53.0,0.0,0.0,52.0,0.0,11.706,639.0,18.0,160193.0,0.0
0.0,308.0,0.0,0.0,54.0,0.0,0.0,55.0,0.0,10.641,639.0,18.0,160328.0,0.0
9.0,2696.0,1.0,0.0,110.0,0.0,0.0,54.0,0.0,9.577,639.0,18.0,160457.0,0.0
4.0,2764.0,12.0,0.0,74.0,0.0,0.0,45.0,0.0,12.786,639.0,18.0,160580.0,0.0
1.0,2222.0,11.0,0.0,59.0,0.0,0.0,97.0,0.0,11.737,639.0,18.0,160711.0,0.0
2.0,4448.0,8.0,0.0,63.0,0.0,0.0,69.0,0.0,10.681,639.0,18.0,160824.0,0.0
12.0,1325.0,4.0,0.0,59.0,0.0,0.0,78.0,0.0,12.723,639.0,18.0,161052.0,0.0
7.0,1247.0,1.0,0.0,60.0,0.0,0.0,39.0,0.0,11.777,639.0,18.0,161169.0,0.0
0.0,460.0,0.0,0.0,45.0,0.0,0.0,54.0,0.0,10.717,639.0,18.0,161288.0,0.0
