enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate,q_size
0.0,150.0,0.0,0.0,45.0,0.0,0.0,46.0,0.0,9.275,1867.0,24.0,71792.0,0.0
0.0,239.0,1.0,0.0,65.0,0.0,0.0,70.0,0.0,8.452,1867.0,24.0,71903.0,0.0
0.0,170.0,0.0,0.0,44.0,0.0,0.0,87.0,0.0,7.423,1867.0,24.0,72041.0,0.0
0.0,235.0,0.0,0.0,71.0,0.0,0.0,70.0,0.0,9.291,639.0,18.0,72257.0,0.0
0.0,3589.0,5.0,0.0,55.0,0.0,0.0,63.0,0.0,12.468,639.0,18.0,72373.0,0.0
0.0,2392.0,4.0,0.0,58.0,0.0,0.0,49.0,0.0,11.436,639.0,18.0,72490.0,0.0
0.0,136.0,0.0,0.0,36.0,0.0,0.0,106.0,0.0,13.307,639.0,18.0,72729.0,0.0
0.0,164.0,0.0,0.0,84.0,0.0,0.0,67.0,0.0,12.51,639.0,18.0,72846.0,0.0
0.0,465.0,0.0,0.0,58.0,0.0,0.0,35.0,0.0,11.453,639.0,18.0,72957.0,0.0
2.0,1488.0,4.0,0.0,63.0,0.0,0.0,63.0,0.0,10.357,639.0,18.0,73067.0,0.0
0.0,619.0,0.0,0.0,56.0,0.0,0.0,74.0,0.0,9.323,639.0,18.0,73188.0,0.0
11.0,3036.0,13.0,0.0,37.0,0.0,0.0,49.0,0.0,13.325,639.0,18.0,73642.0,0.0
15.0,1924.0,4.0,0.0,48.0,0.0,0.0,55.0,0.0,12.277,639.0,18.0,73749.0,0.0
2.0,509.0,1.0,0.0,54.0,0.0,0.0,52.0,0.0,11.484,639.0,18.0,73882.0,0.0
7.0,2109.0,8.0,0.0,71.0,0.0,0.0,55.0,0.0,10.42,639.0,18.0,73991.0,0.0
7.0,3788.0,7.0,0.0,47.0,0.0,0.0,80.0,0.0,13.357,639.0,18.0,74115.0,0.0
4.0,2263.0,6.0,0.0,44.0,0.0,0.0,68.0,0.0,12.298,639.0,18.0,74244.0,0.0
0.0,4371.0,2.0,0.0,77.0,0.0,0.0,62.0,0.0,11.5,639.0,18.0,74358.0,0.0
0.0,232.0,0.0,0.0,58.0,0.0,0.0,55.0,0.0,10.436,639.0,18.0,74466.0,0.0
10.0,1501.0,4.0,0.0,57.0,0.0,0.0,59.0,0.0,13.373,639.0,18.0,74624.0,0.0
0.0,176.0,0.0,0.0,75.0,0.0,0.0,97.0,0.0,12.308,639.0,18.0,74765.0,0.0
0.0,5110.0,0.0,0.0,68.0,0.0,0.0,81.0,0.0,9.388,1867.0,24.0,75193.0,0.0
2.0,928.0,0.0,0.0,64.0,0.0,0.0,46.0,0.0,8.327,1867.0,24.0,75317.0,0.0
2.0,262.0,1.0,0.0,43.0,0.0,0.0,66.0,0.0,7.277,1867.0,24.0,75452.0,0.0
0.0,367.0,0.0,0.0,48.0,0.0,0.0,53.0,0.0,6.369,1867.0,24.0,75586.0,0.0
3.0,840.0,0.0,0.0,51.0,0.0,0.0,56.0,0.0,3.32,639.0,18.0,76016.0,0.0
0.0,539.0,0.0,0.0,61.0,0.0,0.0,60.0,0.0,6.534,639.0,18.0,76159.0,0.0
0.0,418.0,1.0,0.0,42.0,0.0,0.0,51.0,0.0,11.334,639.0,18.0,76538.0,0.0
0.0,1755.0,0.0,0.0,95.0,0.0,0.0,40.0,0.0,13.473,639.0,18.0,76829.0,0.0
6.0,1328.0,0.0,0.0,56.0,0.0,0.0,71.0,0.0,12.408,639.0,18.0,76960.0,0.0
3.0,2791.0,1.0,0.0,67.0,0.0,0.0,64.0,0.0,11.341,639.0,18.0,77096.0,0.0
0.0,564.0,0.0,0.0,72.0,0.0,0.0,77.0,0.0,10.55,639.0,18.0,77250.0,0.0
1.0,678.0,0.0,0.0,60.0,0.0,0.0,70.0,0.0,13.328,639.0,18.0,77399.0,0.0
0.0,3270.0,12.0,0.0,45.0,0.0,0.0,73.0,0.0,12.428,639.0,18.0,77518.0,0.0
0.0,256.0,0.0,0.0,44.0,0.0,0.0,60.0,0.0,11.368,639.0,18.0,77646.0,0.0
5.0,2262.0,11.0,0.0,55.0,0.0,0.0,82.0,0.0,10.302,639.0,18.0,77797.0,0.0
2.0,1682.0,0.0,0.0,34.0,0.0,0.0,72.0,0.0,13.383,639.0,18.0,77936.0,0.0
0.0,747.0,2.0,0.0,63.0,0.0,0.0,60.0,0.0,13.525,639.0,18.0,78474.0,0.0
1.0,2535.0,10.0,0.0,56.0,0.0,0.0,60.0,0.0,12.459,639.0,18.0,78600.0,0.0
6.0,399.0,0.0,0.0,64.0,0.0,0.0,72.0,0.0,11.395,1867.0,24.0,78710.0,0.0
0.0,885.0,2.0,0.0,13.0,0.0,0.0,60.0,0.0,10.332,1867.0,24.0,78815.0,0.0
6.0,393.0,0.0,0.0,42.0,0.0,0.0,59.0,0.0,9.539,1867.0,24.0,78925.0,0.0
2.0,1571.0,6.0,0.0,17.0,0.0,0.0,55.0,0.0,8.476,1867.0,24.0,79037.0,0.0
0.0,974.0,0.0,0.0,28.0,0.0,0.0,81.0,0.0,7.416,639.0,18.0,79162.0,0.0
2.0,5085.0,13.0,0.0,53.0,0.0,0.0,65.0,0.0,12.419,639.0,18.0,79505.0,0.0
0.0,154.0,1.0,0.0,45.0,0.0,0.0,59.0,0.0,11.435,639.0,18.0,79611.0,0.0
4.0,2318.0,8.0,0.0,71.0,0.0,0.0,104.0,0.0,10.372,639.0,18.0,79726.0,0.0
7.0,2256.0,0.0,0.0,66.0,0.0,0.0,31.0,0.0,9.306,639.0,18.0,79857.0,0.0
2.0,2984.0,15.0,0.0,57.0,0.0,0.0,32.0,0.0,8.512,639.0,18.0,79963.0,0.0
0.0,1101.0,0.0,0.0,70.0,0.0,0.0,27.0,0.0,11.451,639.0,18.0,80078.0,0.0
0.0,3559.0,0.0,0.0,56.0,0.0,0.0,29.0,0.0,10.386,639.0,18.0,80204.0,0.0
8.0,2979.0,7.0,0.0,50.0,0.0,0.0,38.0,0.0,13.323,639.0,18.0,80319.0,0.0
16.0,703.0,0.0,0.0,35.0,0.0,0.0,26.0,0.0,12.5,639.0,18.0,80404.0,0.0
0.0,163.0,0.0,0.0,38.0,0.0,0.0,25.0,0.0,11.471,639.0,18.0,80555.0,0.0
0.0,339.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,10.342,639.0,18.0,80687.0,0.0
0.0,75.0,0.0,0.0,46.0,0.0,0.0,27.0,0.0,13.35,639.0,18.0,80824.0,0.0
0.0,565.0,2.0,0.0,42.0,0.0,0.0,24.0,0.0,12.553,639.0,18.0,80973.0,0.0
14.0,1544.0,2.0,0.0,60.0,0.0,0.0,34.0,0.0,11.489,639.0,18.0,81118.0,0.0
1.0,2801.0,10.0,0.0,70.0,0.0,0.0,35.0,0.0,8.568,639.0,18.0,81540.0,0.0
0.0,179.0,0.0,0.0,103.0,0.0,0.0,31.0,0.0,7.505,639.0,18.0,81679.0,0.0
0.0,529.0,1.0,0.0,58.0,0.0,0.0,32.0,0.0,9.374,639.0,18.0,81909.0,0.0
8.0,745.0,0.0,0.0,53.0,0.0,0.0,23.0,0.0,8.313,639.0,18.0,82027.0,0.0
0.0,306.0,0.0,0.0,40.0,0.0,0.0,28.0,0.0,11.404,639.0,18.0,82140.0,0.0
7.0,1198.0,2.0,0.0,36.0,0.0,0.0,52.0,0.0,13.391,639.0,18.0,82356.0,0.0
2.0,1728.0,0.0,0.0,58.0,0.0,0.0,72.0,0.0,12.326,639.0,18.0,82492.0,0.0
8.0,1807.0,11.0,0.0,41.0,0.0,0.0,51.0,0.0,11.348,1867.0,24.0,82627.0,0.0
6.0,874.0,4.0,0.0,59.0,0.0,0.0,47.0,0.0,9.407,1867.0,24.0,82921.0,0.0
10.0,4003.0,15.0,0.0,68.0,0.0,0.0,53.0,0.0,8.341,1867.0,24.0,83046.0,0.0
0.0,143.0,0.0,0.0,55.0,0.0,0.0,63.0,0.0,6.489,1867.0,24.0,83329.0,0.0
0.0,266.0,0.0,0.0,51.0,0.0,0.0,43.0,0.0,5.425,1867.0,24.0,83473.0,0.0
0.0,653.0,2.0,0.0,56.0,0.0,0.0,54.0,0.0,4.37,1867.0,24.0,83597.0,0.0
1.0,4584.0,4.0,0.0,110.0,0.0,0.0,37.0,0.0,3.311,1867.0,24.0,83742.0,0.0
0.0,5957.0,2.0,0.0,43.0,0.0,0.0,86.0,0.0,1.407,639.0,18.0,84022.0,0.0
2.0,5102.0,10.0,0.0,43.0,0.0,0.0,48.0,0.0,0.388,639.0,18.0,84081.0,0.0
13.0,3063.0,0.0,0.0,49.0,0.0,0.0,59.0,0.0,2.53,639.0,18.0,84371.0,0.0
0.0,2985.0,4.0,0.0,49.0,0.0,0.0,49.0,0.0,5.47,639.0,18.0,84483.0,0.0
1.0,3427.0,12.0,0.0,67.0,0.0,0.0,79.0,0.0,4.401,639.0,18.0,84604.0,0.0
10.0,834.0,0.0,0.0,47.0,0.0,0.0,63.0,0.0,7.335,639.0,18.0,84716.0,0.0
3.0,271.0,1.0,0.0,63.0,0.0,0.0,73.0,0.0,10.544,639.0,18.0,84850.0,0.0
3.0,2596.0,4.0,0.0,41.0,0.0,0.0,93.0,0.0,9.479,639.0,18.0,84949.0,0.0
3.0,1750.0,7.0,0.0,42.0,0.0,0.0,87.0,0.0,12.42,639.0,18.0,85089.0,0.0
0.0,699.0,1.0,0.0,73.0,0.0,0.0,83.0,0.0,11.357,639.0,18.0,85239.0,0.0
2.0,917.0,2.0,0.0,59.0,0.0,0.0,26.0,0.0,10.565,639.0,18.0,85385.0,0.0
17.0,2300.0,3.0,0.0,110.0,0.0,0.0,65.0,0.0,9.504,639.0,18.0,85521.0,0.0
0.0,3155.0,2.0,0.0,49.0,0.0,0.0,27.0,0.0,11.376,639.0,18.0,85753.0,0.0
0.0,386.0,0.0,0.0,60.0,0.0,0.0,33.0,0.0,10.407,639.0,18.0,85872.0,0.0
0.0,2915.0,0.0,0.0,64.0,0.0,0.0,36.0,0.0,9.522,639.0,18.0,85986.0,0.0
2.0,4479.0,17.0,0.0,48.0,0.0,0.0,39.0,0.0,12.455,639.0,18.0,86105.0,0.0
0.0,1841.0,6.0,0.0,53.0,0.0,0.0,50.0,0.0,11.392,639.0,18.0,86221.0,0.0
5.0,1442.0,1.0,0.0,49.0,0.0,0.0,55.0,0.0,10.326,639.0,18.0,86353.0,0.0
9.0,1121.0,0.0,0.0,39.0,0.0,0.0,49.0,0.0,13.535,639.0,18.0,86465.0,0.0
0.0,4291.0,0.0,0.0,50.0,0.0,0.0,57.0,0.0,12.476,639.0,18.0,86593.0,0.0
4.0,1934.0,7.0,0.0,91.0,0.0,0.0,49.0,0.0,11.417,639.0,18.0,86701.0,0.0
8.0,2978.0,3.0,0.0,53.0,0.0,0.0,51.0,0.0,13.42,639.0,18.0,86934.0,0.0
0.0,1726.0,0.0,0.0,77.0,0.0,0.0,70.0,0.0,12.345,639.0,18.0,87050.0,0.0
4.0,2769.0,12.0,0.0,63.0,0.0,0.0,59.0,0.0,11.445,639.0,18.0,87173.0,0.0
0.0,1904.0,8.0,0.0,33.0,0.0,0.0,55.0,0.0,10.389,639.0,18.0,87317.0,0.0
3.0,1308.0,0.0,0.0,60.0,0.0,0.0,59.0,0.0,13.41,639.0,18.0,87429.0,0.0
0.0,264.0,0.0,0.0,34.0,0.0,0.0,62.0,0.0,12.39,639.0,18.0,87562.0,0.0
7.0,2164.0,2.0,0.0,39.0,0.0,0.0,50.0,0.0,11.469,639.0,18.0,87667.0,0.0
17.0,2721.0,6.0,0.0,55.0,0.0,0.0,46.0,0.0,10.403,639.0,18.0,87782.0,0.0
3.0,1358.0,0.0,0.0,45.0,0.0,0.0,55.0,0.0,12.544,639.0,18.0,88025.0,0.0
9.0,6006.0,15.0,0.0,55.0,0.0,0.0,51.0,0.0,11.48,639.0,18.0,88136.0,0.0
0.0,158.0,0.0,0.0,41.0,0.0,0.0,48.0,0.0,10.415,639.0,18.0,88255.0,0.0
0.0,2358.0,5.0,0.0,34.0,0.0,0.0,60.0,0.0,12.463,639.0,18.0,88473.0,0.0
3.0,1059.0,0.0,0.0,49.0,0.0,0.0,54.0,0.0,11.495,639.0,18.0,88587.0,0.0
0.0,416.0,0.0,0.0,41.0,0.0,0.0,48.0,0.0,10.432,639.0,18.0,88704.0,0.0
0.0,1801.0,6.0,0.0,92.0,0.0,0.0,45.0,0.0,9.37,639.0,18.0,88827.0,0.0
3.0,3980.0,0.0,0.0,63.0,0.0,0.0,50.0,0.0,12.575,639.0,18.0,88908.0,0.0
0.0,2604.0,0.0,0.0,55.0,0.0,0.0,56.0,0.0,11.51,639.0,18.0,89048.0,0.0
1.0,4157.0,8.0,0.0,47.0,0.0,0.0,53.0,0.0,10.351,639.0,18.0,89198.0,0.0
2.0,2625.0,0.0,0.0,78.0,0.0,0.0,34.0,0.0,9.383,639.0,18.0,89337.0,0.0
3.0,1003.0,6.0,0.0,51.0,0.0,0.0,40.0,0.0,12.559,639.0,18.0,89476.0,0.0
4.0,715.0,3.0,0.0,81.0,0.0,0.0,55.0,0.0,11.526,639.0,18.0,89611.0,0.0
5.0,4480.0,1.0,0.0,28.0,0.0,0.0,26.0,0.0,10.398,639.0,18.0,89769.0,0.0
0.0,942.0,0.0,0.0,38.0,0.0,0.0,51.0,0.0,11.543,639.0,18.0,90133.0,0.0
0.0,290.0,1.0,0.0,42.0,0.0,0.0,102.0,0.0,13.364,639.0,18.0,90363.0,0.0
1.0,4101.0,10.0,0.0,54.0,0.0,0.0,54.0,0.0,11.559,639.0,18.0,90580.0,0.0
0.0,257.0,0.0,0.0,65.0,0.0,0.0,53.0,0.0,10.464,639.0,18.0,90693.0,0.0
4.0,919.0,2.0,0.0,41.0,0.0,0.0,80.0,0.0,9.432,639.0,18.0,90816.0,0.0
1.0,1396.0,0.0,0.0,53.0,0.0,0.0,58.0,0.0,7.577,639.0,18.0,91050.0,0.0
9.0,1610.0,3.0,0.0,51.0,0.0,0.0,52.0,0.0,8.384,639.0,18.0,91397.0,0.0
6.0,1323.0,0.0,0.0,41.0,0.0,0.0,74.0,0.0,7.591,639.0,18.0,91501.0,0.0
0.0,870.0,3.0,0.0,54.0,0.0,0.0,64.0,0.0,10.527,639.0,18.0,91608.0,0.0
6.0,918.0,3.0,0.0,42.0,0.0,0.0,55.0,0.0,13.463,639.0,18.0,91731.0,0.0
0.0,121.0,0.0,0.0,59.0,0.0,0.0,54.0,0.0,12.398,639.0,18.0,91857.0,0.0
6.0,2639.0,9.0,0.0,47.0,0.0,0.0,53.0,0.0,11.606,639.0,18.0,91981.0,0.0
1.0,743.0,0.0,0.0,74.0,0.0,0.0,52.0,0.0,10.543,639.0,18.0,92087.0,0.0
0.0,926.0,3.0,0.0,53.0,0.0,0.0,64.0,0.0,13.48,639.0,18.0,92241.0,0.0
0.0,675.0,2.0,0.0,49.0,0.0,0.0,47.0,0.0,11.351,639.0,18.0,92547.0,0.0
0.0,748.0,0.0,0.0,57.0,0.0,0.0,44.0,0.0,10.56,639.0,18.0,92649.0,0.0
9.0,743.0,0.0,0.0,104.0,0.0,0.0,64.0,0.0,9.497,639.0,18.0,92768.0,0.0
0.0,158.0,0.0,0.0,56.0,0.0,0.0,81.0,0.0,8.429,639.0,18.0,92879.0,0.0
5.0,5930.0,20.0,0.0,51.0,0.0,0.0,47.0,0.0,7.368,639.0,18.0,93000.0,0.0
4.0,6468.0,7.0,0.0,43.0,0.0,0.0,53.0,0.0,6.574,639.0,18.0,93113.0,0.0
1.0,918.0,4.0,0.0,62.0,0.0,0.0,54.0,0.0,7.383,639.0,18.0,93491.0,0.0
2.0,1867.0,0.0,0.0,42.0,0.0,0.0,56.0,0.0,10.352,639.0,18.0,93601.0,0.0
14.0,3002.0,0.0,0.0,51.0,0.0,0.0,84.0,0.0,13.526,639.0,18.0,93709.0,0.0
0.0,207.0,0.0,0.0,51.0,0.0,0.0,45.0,0.0,12.465,639.0,18.0,93820.0,0.0
0.0,1841.0,9.0,0.0,65.0,0.0,0.0,26.0,0.0,11.398,639.0,18.0,93932.0,0.0
0.0,2157.0,6.0,0.0,52.0,0.0,0.0,31.0,0.0,10.607,639.0,18.0,94042.0,0.0
3.0,1230.0,5.0,0.0,64.0,0.0,0.0,33.0,0.0,9.541,639.0,18.0,94154.0,0.0
0.0,1048.0,1.0,0.0,87.0,0.0,0.0,55.0,0.0,12.479,639.0,18.0,94267.0,0.0
0.0,203.0,0.0,0.0,42.0,0.0,0.0,46.0,0.0,11.416,639.0,18.0,94390.0,0.0
3.0,2675.0,2.0,0.0,58.0,0.0,0.0,25.0,0.0,10.352,639.0,18.0,94534.0,0.0
0.0,3375.0,0.0,0.0,62.0,0.0,0.0,44.0,0.0,11.431,639.0,18.0,94890.0,0.0
0.0,123.0,0.0,0.0,59.0,0.0,0.0,76.0,0.0,11.448,639.0,18.0,95431.0,0.0
0.0,1869.0,0.0,0.0,82.0,0.0,0.0,46.0,0.0,13.446,639.0,18.0,95709.0,0.0
2.0,246.0,0.0,0.0,38.0,0.0,0.0,40.0,0.0,12.526,639.0,18.0,95852.0,0.0
1.0,3428.0,2.0,0.0,44.0,0.0,0.0,68.0,0.0,11.463,639.0,18.0,95983.0,0.0
11.0,7190.0,17.0,0.0,44.0,0.0,0.0,55.0,0.0,10.4,639.0,18.0,96129.0,0.0
4.0,1669.0,0.0,0.0,51.0,0.0,0.0,54.0,0.0,13.343,639.0,18.0,96279.0,0.0
4.0,496.0,0.0,0.0,52.0,0.0,0.0,57.0,0.0,12.543,639.0,18.0,96359.0,0.0
3.0,1250.0,1.0,0.0,59.0,0.0,0.0,74.0,0.0,11.48,639.0,18.0,96495.0,0.0
6.0,617.0,1.0,0.0,51.0,0.0,0.0,94.0,0.0,9.367,639.0,18.0,97276.0,0.0
0.0,3579.0,8.0,0.0,46.0,0.0,0.0,44.0,0.0,11.512,639.0,18.0,97548.0,0.0
1.0,227.0,0.0,0.0,60.0,0.0,0.0,24.0,0.0,10.447,639.0,18.0,97670.0,0.0
0.0,126.0,0.0,0.0,75.0,0.0,0.0,67.0,0.0,10.384,639.0,18.0,98173.0,0.0
1.0,720.0,2.0,0.0,44.0,0.0,0.0,64.0,0.0,9.4,639.0,18.0,98306.0,0.0
1.0,4808.0,4.0,0.0,63.0,0.0,0.0,74.0,0.0,8.606,639.0,18.0,98460.0,0.0
2.0,701.0,3.0,0.0,91.0,0.0,0.0,51.0,0.0,11.465,639.0,18.0,98599.0,0.0
7.0,4298.0,2.0,0.0,54.0,0.0,0.0,86.0,0.0,12.352,639.0,18.0,98996.0,0.0
0.0,226.0,1.0,0.0,50.0,0.0,0.0,74.0,0.0,11.56,639.0,18.0,99108.0,0.0
3.0,1893.0,9.0,0.0,51.0,0.0,0.0,73.0,0.0,10.496,639.0,18.0,99233.0,0.0
17.0,1703.0,6.0,0.0,53.0,0.0,0.0,28.0,0.0,9.43,639.0,18.0,99367.0,0.0
0.0,4656.0,14.0,0.0,54.0,0.0,0.0,50.0,0.0,12.369,639.0,18.0,99499.0,0.0
0.0,2619.0,0.0,0.0,51.0,0.0,0.0,28.0,0.0,10.518,639.0,18.0,99760.0,0.0
2.0,2986.0,7.0,0.0,45.0,0.0,0.0,40.0,0.0,12.381,639.0,18.0,100010.0,0.0
4.0,1207.0,1.0,0.0,50.0,0.0,0.0,26.0,0.0,11.605,639.0,18.0,100137.0,0.0
3.0,4420.0,18.0,0.0,59.0,0.0,0.0,55.0,0.0,10.541,639.0,18.0,100266.0,0.0
0.0,200.0,0.0,0.0,55.0,0.0,0.0,68.0,0.0,12.411,639.0,18.0,100566.0,0.0
15.0,5835.0,19.0,0.0,64.0,0.0,0.0,95.0,0.0,11.618,639.0,18.0,100685.0,0.0
8.0,2623.0,14.0,0.0,55.0,0.0,0.0,70.0,0.0,10.554,639.0,18.0,100827.0,0.0
16.0,943.0,4.0,0.0,38.0,0.0,0.0,65.0,0.0,9.49,639.0,18.0,100985.0,0.0
0.0,3459.0,14.0,0.0,38.0,0.0,0.0,102.0,0.0,12.426,639.0,18.0,101120.0,0.0
0.0,161.0,0.0,0.0,43.0,0.0,0.0,102.0,0.0,9.505,639.0,18.0,101524.0,0.0
4.0,3225.0,13.0,0.0,58.0,0.0,0.0,104.0,0.0,8.442,639.0,18.0,101661.0,0.0
0.0,229.0,0.0,0.0,63.0,0.0,0.0,27.0,0.0,11.378,639.0,18.0,101820.0,0.0
10.0,5893.0,0.0,0.0,41.0,0.0,0.0,57.0,0.0,10.586,639.0,18.0,101955.0,0.0
4.0,529.0,0.0,0.0,60.0,0.0,0.0,26.0,0.0,9.537,639.0,18.0,102102.0,0.0
7.0,2660.0,6.0,0.0,54.0,0.0,0.0,25.0,0.0,12.476,639.0,18.0,102184.0,0.0
0.0,2415.0,6.0,0.0,49.0,0.0,0.0,26.0,0.0,11.415,639.0,18.0,102323.0,0.0
0.0,2255.0,8.0,0.0,76.0,0.0,0.0,35.0,0.0,10.629,639.0,18.0,102460.0,0.0
4.0,1445.0,0.0,0.0,110.0,0.0,0.0,60.0,0.0,9.569,639.0,18.0,102608.0,0.0
0.0,213.0,0.0,0.0,52.0,0.0,0.0,63.0,0.0,12.492,639.0,18.0,102762.0,0.0
9.0,714.0,2.0,0.0,38.0,0.0,0.0,42.0,0.0,11.425,639.0,18.0,102848.0,0.0
2.0,1772.0,1.0,0.0,42.0,0.0,0.0,25.0,0.0,12.498,639.0,18.0,103289.0,0.0
4.0,848.0,2.0,0.0,66.0,0.0,0.0,32.0,0.0,11.437,639.0,18.0,103423.0,0.0
11.0,1208.0,3.0,0.0,78.0,0.0,0.0,26.0,0.0,10.515,639.0,18.0,103544.0,0.0
0.0,656.0,1.0,0.0,64.0,0.0,0.0,63.0,0.0,9.579,639.0,18.0,103678.0,0.0
2.0,796.0,1.0,0.0,72.0,0.0,0.0,57.0,0.0,12.515,639.0,18.0,103802.0,0.0
0.0,305.0,0.0,0.0,66.0,0.0,0.0,40.0,0.0,11.451,639.0,18.0,103946.0,0.0
0.0,224.0,0.0,0.0,66.0,0.0,0.0,26.0,0.0,10.387,639.0,18.0,104096.0,0.0
0.0,3021.0,0.0,0.0,63.0,0.0,0.0,19.0,0.0,9.596,639.0,18.0,104228.0,0.0
6.0,5058.0,7.0,0.0,52.0,0.0,0.0,32.0,0.0,10.404,639.0,18.0,104643.0,0.0
0.0,290.0,0.0,0.0,45.0,0.0,0.0,34.0,0.0,12.452,639.0,18.0,104913.0,0.0
6.0,2367.0,0.0,0.0,65.0,0.0,0.0,20.0,0.0,9.628,639.0,18.0,105315.0,0.0
6.0,2651.0,10.0,0.0,55.0,0.0,0.0,71.0,0.0,12.499,639.0,18.0,105458.0,0.0
15.0,5049.0,16.0,0.0,53.0,0.0,0.0,56.0,0.0,11.499,639.0,18.0,105608.0,0.0
3.0,3024.0,8.0,0.0,47.0,0.0,0.0,84.0,0.0,10.436,639.0,18.0,105716.0,0.0
0.0,160.0,0.0,0.0,56.0,0.0,0.0,57.0,0.0,13.379,639.0,18.0,105852.0,0.0
0.0,345.0,1.0,0.0,83.0,0.0,0.0,83.0,0.0,12.58,639.0,18.0,105974.0,0.0
0.0,729.0,0.0,0.0,54.0,0.0,0.0,85.0,0.0,12.596,639.0,18.0,106510.0,0.0
0.0,236.0,0.0,0.0,93.0,0.0,0.0,75.0,0.0,11.531,639.0,18.0,106644.0,0.0
0.0,1965.0,0.0,0.0,51.0,0.0,0.0,49.0,0.0,13.404,639.0,18.0,106931.0,0.0
4.0,2802.0,5.0,0.0,69.0,0.0,0.0,65.0,0.0,10.48,639.0,18.0,107324.0,0.0
0.0,3573.0,9.0,0.0,61.0,0.0,0.0,61.0,0.0,9.419,639.0,18.0,107488.0,0.0
8.0,693.0,1.0,0.0,45.0,0.0,0.0,64.0,0.0,8.627,639.0,18.0,107595.0,0.0
4.0,6216.0,13.0,0.0,47.0,0.0,0.0,56.0,0.0,10.496,639.0,18.0,107828.0,0.0
9.0,3186.0,3.0,0.0,60.0,0.0,0.0,65.0,0.0,9.436,639.0,18.0,107932.0,0.0
5.0,3578.0,13.0,0.0,69.0,0.0,0.0,84.0,0.0,12.644,639.0,18.0,108042.0,0.0
5.0,3005.0,0.0,0.0,37.0,0.0,0.0,63.0,0.0,11.58,639.0,18.0,108164.0,0.0
0.0,266.0,0.0,0.0,103.0,0.0,0.0,66.0,0.0,10.515,639.0,18.0,108278.0,0.0
0.0,223.0,0.0,0.0,85.0,0.0,0.0,54.0,0.0,11.595,639.0,18.0,108621.0,0.0
5.0,940.0,3.0,0.0,65.0,0.0,0.0,48.0,0.0,10.546,639.0,18.0,109187.0,0.0
0.0,1016.0,1.0,0.0,86.0,0.0,0.0,77.0,0.0,13.481,639.0,18.0,109304.0,0.0
0.0,238.0,0.0,0.0,51.0,0.0,0.0,61.0,0.0,11.627,639.0,18.0,109550.0,0.0
6.0,675.0,1.0,0.0,48.0,0.0,0.0,54.0,0.0,13.504,639.0,18.0,109819.0,0.0
3.0,4817.0,14.0,0.0,82.0,0.0,0.0,51.0,0.0,12.432,639.0,18.0,109922.0,0.0
0.0,2922.0,10.0,0.0,54.0,0.0,0.0,75.0,0.0,10.599,1867.0,24.0,110758.0,0.0
0.0,3439.0,6.0,0.0,56.0,0.0,0.0,53.0,0.0,5.547,1867.0,24.0,111446.0,0.0
2.0,5874.0,14.0,0.0,38.0,0.0,0.0,67.0,0.0,3.39,639.0,18.0,111971.0,0.0
14.0,1991.0,0.0,0.0,41.0,0.0,0.0,70.0,0.0,8.5,639.0,18.0,112381.0,0.0
0.0,308.0,0.0,0.0,58.0,0.0,0.0,85.0,0.0,11.433,639.0,18.0,112497.0,0.0
0.0,243.0,1.0,0.0,42.0,0.0,0.0,76.0,0.0,14.533,639.0,18.0,112629.0,0.0
0.0,1305.0,0.0,0.0,87.0,0.0,0.0,68.0,0.0,13.452,639.0,18.0,112752.0,0.0
0.0,5854.0,2.0,0.0,53.0,0.0,0.0,56.0,0.0,12.515,639.0,18.0,112869.0,0.0
0.0,270.0,1.0,0.0,58.0,0.0,0.0,60.0,0.0,11.451,639.0,18.0,112978.0,0.0
2.0,1910.0,1.0,0.0,46.0,0.0,0.0,51.0,0.0,10.393,639.0,18.0,113124.0,0.0
12.0,1739.0,0.0,0.0,41.0,0.0,0.0,56.0,0.0,13.5,639.0,18.0,113261.0,0.0
0.0,2684.0,8.0,0.0,75.0,0.0,0.0,65.0,0.0,12.531,639.0,18.0,113398.0,0.0
9.0,1595.0,6.0,0.0,60.0,0.0,0.0,57.0,0.0,11.469,639.0,18.0,113530.0,0.0
10.0,1280.0,1.0,0.0,80.0,0.0,0.0,58.0,0.0,12.547,639.0,18.0,113901.0,0.0
5.0,2503.0,4.0,0.0,43.0,0.0,0.0,72.0,0.0,11.488,639.0,18.0,114047.0,0.0
4.0,1426.0,5.0,0.0,53.0,0.0,0.0,75.0,0.0,10.426,639.0,18.0,114188.0,0.0
17.0,7466.0,0.0,0.0,44.0,0.0,0.0,49.0,0.0,13.603,639.0,18.0,114331.0,0.0
11.0,3542.0,3.0,0.0,44.0,0.0,0.0,106.0,0.0,12.572,639.0,18.0,114464.0,0.0
0.0,135.0,0.0,0.0,48.0,0.0,0.0,47.0,0.0,6.422,639.0,18.0,115318.0,0.0
2.0,5652.0,0.0,0.0,46.0,0.0,0.0,51.0,0.0,11.533,639.0,18.0,115740.0,0.0
8.0,6736.0,8.0,0.0,60.0,0.0,0.0,40.0,0.0,13.411,639.0,18.0,116007.0,0.0
